CMDLINE python -m memory_profiler run_dtrpo.py --mode train --env Bicycle-v0 --delay 3 --delta 0.001 --pretrain_epochs 2 --pretrain_steps 250 --max_ep_len 250 --steps_per_epoch 250 --epochs 500 --enc_lr 0.005 --force_stoch_env --seeds 0 1 --use_belief --enc_causal --batch_size_pred 250 --stoch_mdp_distrib Uniform
MEM 1.562500 1635237406.6538
MEM 10.441406 1635237406.7645
MEM 19.566406 1635237406.8841
MEM 25.363281 1635237407.0068
MEM 29.316406 1635237407.1245
MEM 34.542969 1635237407.2466
MEM 38.316406 1635237407.3663
MEM 41.468750 1635237407.4850
MEM 48.996094 1635237407.6027
MEM 73.699219 1635237407.7228
MEM 90.113281 1635237407.8485
MEM 107.195312 1635237407.9742
MEM 114.156250 1635237408.1118
MEM 116.417969 1635237408.2434
MEM 118.199219 1635237408.4000
MEM 119.914062 1635237408.5456
MEM 121.050781 1635237408.7147
MEM 121.875000 1635237408.8334
MEM 124.898438 1635237408.9553
MEM 131.382812 1635237409.0731
MEM 137.324219 1635237409.1938
MEM 142.550781 1635237409.3125
MEM 147.566406 1635237409.4321
MEM 150.964844 1635237409.5504
MEM 159.273438 1635237409.6702
MEM 163.453125 1635237409.7890
MEM 167.496094 1635237409.9625
MEM 172.730469 1635237410.0862
MEM 172.730469 1635237410.2126
MEM 172.730469 1635237410.3333
MEM 172.750000 1635237410.4519
MEM 172.753906 1635237410.5716
MEM 172.753906 1635237410.6916
MEM 172.757812 1635237410.8124
MEM 172.761719 1635237410.9321
MEM 172.769531 1635237411.0513
MEM 172.769531 1635237411.1724
MEM 172.769531 1635237411.3211
MEM 172.949219 1635237411.4719
MEM 173.257812 1635237411.5949
MEM 173.679688 1635237411.7650
MEM 180.265625 1635237411.9161
MEM 180.324219 1635237412.0559
MEM 180.644531 1635237412.1799
MEM 180.644531 1635237412.3140
MEM 180.875000 1635237412.4429
MEM 181.238281 1635237412.5679
MEM 181.488281 1635237412.6911
MEM 181.675781 1635237412.8132
MEM 183.101562 1635237412.9448
MEM 183.105469 1635237413.0735
MEM 183.230469 1635237413.1991
MEM 183.269531 1635237413.3208
MEM 183.339844 1635237413.4435
MEM 183.339844 1635237413.5624
MEM 183.339844 1635237413.6863
MEM 183.726562 1635237413.7994
MEM 183.726562 1635237413.9454
MEM 183.789062 1635237414.0874
MEM 185.042969 1635237414.2395
MEM 185.355469 1635237414.3695
MEM 185.417969 1635237414.5435
MEM 184.644531 1635237414.7105
MEM 184.644531 1635237414.8645
MEM 184.644531 1635237415.0045
MEM 184.644531 1635237415.1365
MEM 184.664062 1635237415.2857
MEM 184.699219 1635237415.4216
MEM 184.773438 1635237415.5754
MEM 184.773438 1635237415.7036
MEM 184.773438 1635237415.8487
MEM 184.906250 1635237415.9827
MEM 184.964844 1635237416.1216
MEM 186.191406 1635237416.2625
MEM 186.191406 1635237416.3836
MEM 186.253906 1635237416.5064
MEM 186.316406 1635237416.6299
MEM 186.402344 1635237416.7532
MEM 186.753906 1635237416.8756
MEM 186.757812 1635237417.0027
MEM 189.277344 1635237417.1219
MEM 191.023438 1635237417.2361
MEM 191.128906 1635237417.3598
MEM 193.914062 1635237417.4740
MEM 194.226562 1635237417.5977
MEM 194.550781 1635237417.7134
MEM 196.191406 1635237417.8330
MEM 196.191406 1635237417.9527
MEM 196.199219 1635237418.0734
MEM 196.199219 1635237418.2060
MEM 196.199219 1635237418.3287
MEM 196.199219 1635237418.4494
MEM 196.199219 1635237418.5731
MEM 196.199219 1635237418.6907
MEM 196.203125 1635237418.8084
MEM 196.203125 1635237418.9271
MEM 196.203125 1635237419.0468
MEM 196.203125 1635237419.1864
MEM 196.207031 1635237419.3031
MEM 196.207031 1635237419.4238
MEM 196.207031 1635237419.5475
MEM 199.527344 1635237419.6592
MEM 199.562500 1635237419.7798
MEM 199.652344 1635237419.9035
MEM 199.777344 1635237420.0202
MEM 200.027344 1635237420.1379
MEM 200.277344 1635237420.2576
MEM 201.546875 1635237420.3762
MEM 201.609375 1635237420.5059
MEM 201.613281 1635237420.6336
MEM 201.656250 1635237420.7512
MEM 201.691406 1635237420.8699
MEM 201.703125 1635237420.9897
MEM 201.707031 1635237421.1074
MEM 193.781250 1635237421.2274
MEM 193.781250 1635237421.3493
MEM 194.925781 1635237421.4751
MEM 194.925781 1635237421.6017
MEM 194.925781 1635237421.7244
MEM 196.097656 1635237421.8461
MEM 194.953125 1635237421.9657
MEM 195.273438 1635237422.0923
MEM 197.562500 1635237422.2040
MEM 197.562500 1635237422.3237
MEM 198.707031 1635237422.4479
MEM 198.707031 1635237422.5646
MEM 201.003906 1635237422.6822
MEM 199.863281 1635237422.8059
MEM 199.863281 1635237422.9276
MEM 199.867188 1635237423.0458
MEM 199.867188 1635237423.1631
MEM 199.871094 1635237423.2828
MEM 199.875000 1635237423.4034
MEM 199.875000 1635237423.5231
MEM 199.875000 1635237423.6438
MEM 199.878906 1635237423.7625
MEM 200.035156 1635237423.8821
MEM 200.035156 1635237424.0008
MEM 200.097656 1635237424.1245
MEM 200.160156 1635237424.2951
MEM 200.160156 1635237424.4417
