CMDLINE python run_dtrpo.py --mode train --env Bicycle-v0 --delay 3 --delta 0.001 --pretrain_epochs 2 --pretrain_steps 250 --max_ep_len 250 --steps_per_epoch 250 --epochs 500 --enc_lr 0.005 --seeds 0 1 --use_belief --enc_causal --batch_size_pred 250
MEM 1.562500 1635252282.1179
MEM 9.867188 1635252282.2598
MEM 16.449219 1635252282.3918
MEM 21.269531 1635252282.5283
MEM 25.972656 1635252282.6647
MEM 29.558594 1635252282.7984
MEM 33.281250 1635252282.9320
MEM 37.914062 1635252283.0668
MEM 40.007812 1635252283.2037
MEM 42.488281 1635252283.3417
MEM 46.683594 1635252283.4907
MEM 52.207031 1635252283.6270
MEM 65.042969 1635252283.7767
MEM 75.964844 1635252283.9337
MEM 79.925781 1635252284.0752
MEM 95.253906 1635252284.2236
MEM 109.816406 1635252284.3616
MEM 114.621094 1635252284.5367
MEM 118.199219 1635252284.6717
MEM 120.871094 1635252284.8066
MEM 124.039062 1635252284.9457
MEM 126.285156 1635252285.0776
MEM 133.914062 1635252285.2122
MEM 138.273438 1635252285.3471
MEM 144.519531 1635252285.4826
MEM 147.863281 1635252285.6178
MEM 151.195312 1635252285.7598
MEM 155.406250 1635252285.9026
MEM 160.710938 1635252286.0381
MEM 162.867188 1635252286.1732
MEM 166.550781 1635252286.3078
MEM 172.527344 1635252286.4447
MEM 172.531250 1635252286.5959
MEM 172.531250 1635252286.7307
MEM 172.582031 1635252286.8717
MEM 172.582031 1635252287.0140
MEM 172.582031 1635252287.1679
MEM 172.585938 1635252287.3273
MEM 172.585938 1635252287.4899
MEM 172.585938 1635252287.6389
MEM 172.585938 1635252287.8240
MEM 172.585938 1635252287.9786
MEM 172.585938 1635252288.1265
MEM 172.585938 1635252288.2615
MEM 172.585938 1635252288.4026
MEM 172.585938 1635252288.5851
MEM 172.589844 1635252288.7279
MEM 172.589844 1635252288.8820
MEM 172.593750 1635252289.0411
MEM 172.593750 1635252289.1822
MEM 172.593750 1635252289.3267
MEM 172.593750 1635252289.4705
MEM 172.593750 1635252289.6233
MEM 172.593750 1635252289.7754
MEM 172.593750 1635252289.9384
MEM 172.593750 1635252290.0884
MEM 172.593750 1635252290.2373
MEM 172.593750 1635252290.3785
MEM 184.195312 1635252290.5336
MEM 179.695312 1635252290.7147
MEM 180.632812 1635252290.8596
MEM 182.640625 1635252290.9896
MEM 185.019531 1635252291.1245
MEM 184.082031 1635252291.2706
MEM 185.652344 1635252291.4195
MEM 186.613281 1635252291.5655
MEM 189.976562 1635252291.7085
MEM 190.070312 1635252291.8595
MEM 191.722656 1635252292.0123
MEM 192.042969 1635252292.1461
MEM 194.671875 1635252292.2831
MEM 193.593750 1635252292.5000
MEM 195.000000 1635252292.6769
MEM 195.277344 1635252292.8357
MEM 195.277344 1635252293.0037
MEM 195.277344 1635252293.1435
MEM 195.277344 1635252293.2935
MEM 195.281250 1635252293.4384
MEM 195.281250 1635252293.5753
MEM 195.281250 1635252293.7043
MEM 195.281250 1635252293.8401
MEM 195.281250 1635252293.9800
MEM 195.281250 1635252294.1120
MEM 195.281250 1635252294.2509
MEM 195.285156 1635252294.3978
MEM 195.285156 1635252294.5297
MEM 195.285156 1635252294.6656
MEM 195.285156 1635252294.8050
MEM 195.285156 1635252294.9374
MEM 195.285156 1635252295.0684
MEM 195.285156 1635252295.2294
MEM 195.289062 1635252295.3754
MEM 195.292969 1635252295.5033
MEM 195.292969 1635252295.6424
MEM 198.902344 1635252295.7755
MEM 200.664062 1635252295.9564
MEM 200.789062 1635252296.1005
MEM 192.796875 1635252296.2415
MEM 193.941406 1635252296.4035
MEM 194.000000 1635252296.5396
MEM 194.292969 1635252296.6736
MEM 196.582031 1635252296.8096
MEM 196.582031 1635252296.9486
MEM 196.582031 1635252297.0816
MEM 197.726562 1635252297.2157
MEM 198.871094 1635252297.3482
MEM 198.871094 1635252297.4868
MEM 198.871094 1635252297.6194
MEM 198.871094 1635252297.7531
MEM 198.875000 1635252297.8877
MEM 198.875000 1635252298.0227
MEM 198.875000 1635252298.1607
MEM 198.875000 1635252298.2937
MEM 198.878906 1635252298.4287
MEM 198.878906 1635252298.5637
MEM 198.878906 1635252298.7017
MEM 198.878906 1635252298.8352
MEM 199.261719 1635252298.9727
MEM 199.320312 1635252299.1052
MEM 200.464844 1635252299.2387
MEM 200.464844 1635252299.3736
MEM 202.753906 1635252299.5116
MEM 201.621094 1635252299.6451
MEM 202.761719 1635252299.7797
MEM 202.761719 1635252299.9156
MEM 204.070312 1635252300.0516
MEM 204.167969 1635252300.1876
MEM 205.546875 1635252300.3366
MEM 205.710938 1635252300.5536
MEM 205.773438 1635252300.7116
MEM 202.339844 1635252300.8517
MEM 195.472656 1635252300.9966
MEM 195.480469 1635252301.1366
MEM 195.480469 1635252301.2877
MEM 195.480469 1635252301.4176
MEM 195.480469 1635252301.5526
MEM 195.484375 1635252301.6866
MEM 195.484375 1635252301.8216
MEM 195.484375 1635252301.9576
MEM 195.484375 1635252302.0916
MEM 195.488281 1635252302.2296
MEM 195.488281 1635252302.3667
MEM 195.488281 1635252302.5016
MEM 199.121094 1635252302.6516
MEM 195.843750 1635252302.7836
MEM 196.988281 1635252302.9186
